SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
521082,SPENTEX INDS,Z ,Q,1.43,1.43,1.43,1.43,1.43,1.43,3,5000,7150,
521097,AMARJOTHI SP,X ,Q,174.5,178,174.5,175.45,175.5,175.05,31,633,111862,
521105,OLYMPIA IND.,X ,Q,98.6,103.99,96,100.39,103.97,97.76,20,1011,99977,
521109,NAGREEKA EXP,B ,Q,35.1,36.29,35.1,36.29,36.29,36,7,538,19263,
521113,SUDITI IND. ,X ,Q,21.29,21.29,18.3,19.02,19.02,19.48,19,1955,36906,
521131,SBFL        ,X ,Q,13.75,14,13.5,13.51,13.51,13.5,22,1928,26574,
521137,EUREKA IND. ,X ,Q,5.13,5.13,4.84,4.94,4.9,5,163,44677,220255,
521141,ADITYA SPIN.,XT,Q,20.5,20.5,19.01,19.4,19.4,19.56,18,4147,80023,
521149,PRIME URBAN ,X ,Q,6.69,6.69,6.69,6.69,6.69,6.69,2,633,4234,
521151,DHANLXMI FAB,XT,Q,39,39.87,37.75,39.39,39.39,39.73,23,3626,138573,
521161,SRI LAK.SAR.,X ,Q,35.75,37.16,29.54,36.52,37,30.97,71,3369,117205,
521163,ZODIAC CLOTH,B ,Q,95.6,98,94.95,97.67,97.55,95.59,24,1001,96610,
521178,SRI RAMK.MIL,XT,Q,18.25,19.3,18,19.3,19.3,18.9,15,2262,40864,
521180,SUPER SPIN. ,B ,Q,7,7.64,7,7.07,7.19,7.43,173,22802,166460,
521188,UNITED TEXT.,XT,Q,13.89,13.89,12.61,12.86,13,13.24,13,1200,15570,
521194,SIL INVEST  ,B ,Q,314.3,322.3,311.05,320,320,315.3,41,133,42335,
521200,SURYLAK.COTT,B ,Q,58.95,60.33,57.8,58.61,59.48,57.5,102,2554,150793,
521206,SAMTEX FASH.,XT,Q,2,2.09,1.92,2,2,2,62,41165,84458,
521210,CITYMAN     ,XT,Q,29.01,31.62,29.01,31.62,31.62,30.12,68,34396,1018555,
521216,DHAN ROTO SP,X ,Q,74,74.9,72,72.88,72.5,74.57,18,1251,90465,
521220,DAMOINDUS   ,B ,Q,39,42.55,38,41.92,41.68,42.75,51,1215,49461,
521222,SANBLUE     ,X ,Q,27,28.44,25.75,26.01,25.75,27.09,9,650,16929,
521226,UNI ROYAL IN,X ,Q,13.51,14,13.5,13.62,14,13.8,14,1033,13965,
521228,TATIA GLOB  ,X ,Q,1.19,1.19,1.15,1.15,1.15,1.17,100,51956,60515,
521232,SUNIL INDUS.,P ,Q,54.75,54.75,54.75,54.75,54.75,57.6,4,400,21900,
521234,SRI NACHAMAI,X ,Q,35.4,35.4,35.34,35.35,35.35,34.62,4,392,13855,
521240,SAMBANDAM SP,X ,Q,135.3,145,135.3,139.65,139.55,138.7,16,665,92634,
521242,KANDAGIRI SP,X ,Q,13.26,14.6,13.26,14.6,14.6,13.95,5,1093,14507,
521246,PARAS PETRO ,T ,Q,0.85,0.88,0.83,0.84,0.84,0.85,74,85679,73126,
521248,KITEX GARMEN,A ,Q,160.15,162.2,160,161.1,161.3,159.8,135,2173,350026,
522001,CRANEX LTD. ,X ,Q,33.88,35.1,32.63,34.5,34.5,33.25,25,2362,79824,
522004,BATLIBOI LTD,X ,Q,90.11,92.77,88.15,90.72,89,92.78,339,56696,5075481,
522005,AUSTIN ENGG.,X ,Q,174.2,176.45,166.5,174.45,175.35,168.8,175,16357,2837580,
522014,UNITED DRILL,B ,Q,217,223.95,217,220.95,220.4,215.75,127,2518,556545,
522017,FLUIDOMAT   ,X ,Q,244.9,244.9,225,227.25,227,235.95,134,5612,1298869,
522027,EMA INDIA   ,X ,Q,22.35,22.35,22.35,22.35,22.35,22.2,1,100,2235,
522029,WINDSOR MACH,B ,Q,46.5,48.39,45.9,47.54,47.1,47.34,165,95745,4465672,
522034,SHANTHI GEAR,B ,Q,377.25,417.2,377.25,410.75,410.75,373.65,1669,35105,14313500,
522064,HONDAPOWER  ,B ,Q,2300,2309.35,2197.7,2271.95,2255,2465.2,1649,9917,22431617,
522073,HITECHGEAR  ,B ,Q,259.95,266.55,256.55,259.7,258.75,255.05,60,267,69950,
522074,ELGI EQUIP  ,A ,Q,430.4,471,430.4,467.45,467.45,430.35,5250,97160,44578056,
522091,UV DER HORST,X ,Q,137.5,137.5,126,134,134,131.95,107,4144,553108,
522101,KILBURN ENGG,XT,Q,124.8,128.55,122,128.55,128.55,122.45,1017,592422,75588137,
522105,BIRLA PRETEC,X ,Q,36,36.78,35,36.46,36.5,36.05,164,26222,944982,
522108,YUKEN INDIA ,B ,Q,621,638,621,625.15,625.5,619.25,204,1658,1040346,
522113,TIMKEN (I)  ,A ,Q,3163.2,3165,3128.8,3151.4,3150,3159.8,438,2027,6390099,
522122,VOITH PAPER ,X ,Q,1227.1,1297.9,1227.1,1256.05,1260,1118.65,562,14534,18274853,
522134,ARTSON ENG  ,X ,Q,67,67.95,65.3,66.93,66.98,67.65,137,7368,492639,
522152,SOLITAIR MC ,X ,Q,41.75,42.99,41.3,42.75,42.93,41.75,27,2192,92226,
522165,INDSIL HYD  ,X ,Q,38.79,39.51,37.62,37.91,37.9,38.86,83,10327,392884,
522183,ITL INDUSTRS,X ,Q,209.5,209.5,202.35,206.7,204.05,203.65,83,2519,519189,
522195,FRONTIER SPR,X ,Q,428.75,428.75,410.2,417.1,417.1,409.3,93,2864,1190413,
522205,PRAJ IND.LTD,A ,Q,358.45,360,352.05,353.75,353.75,355.6,931,14241,5038355,
522207,RASANDIK ENG,X ,Q,80,80,77.32,78.52,78.99,81.6,35,1028,80780,
522209,YOGI SUNGWON,X ,Q,3.49,3.5,3.27,3.27,3.27,3.25,7,2206,7715,
522215,HLEGLAS     ,A ,Q,615.05,623,608.35,614.45,614,619.35,953,10530,6451325,
522217,GUJ APOIND  ,B ,Q,195.35,195.35,192.65,193.95,193,194.35,39,519,100654,
522229,TANEJA AERO.,X ,Q,133.15,133.15,126,127.15,128,129.2,301,17069,2201910,
522231,CONART ENG. ,X ,Q,40.99,40.99,38.21,38.66,38.66,40.56,13,632,24514,
522237,SHIVAGRICO  ,XT,Q,21.5,21.5,21,21,21,21.49,7,119,2549,
522241,M.M.FORGINGS,B ,Q,895.05,915.35,879.65,884.45,880,900.8,261,2220,1992672,
522245,IYKOT HITEC ,XT,Q,22.67,22.67,22.66,22.66,22.66,23.85,2,600,13597,
522249,MAYUR UNIQ. ,B ,Q,516,526,515.8,518.5,518.5,517,309,2231,1159955,
522251,CENLUB INDUS,X ,Q,270,270,258,260.55,262.7,264.75,257,10701,2794389,
522257,RAJOO ENGIN.,X ,Q,36.7,37.9,35.1,37.35,37.2,37.42,772,199428,7317451,
522267,VEEJAY LAKSH,X ,Q,35.01,36.5,34.56,34.88,34.8,36,9,138,4828,
522273,AHMED.STEEL ,X ,Q,18.18,18.18,18.18,18.18,18.18,17.32,1,50,909,
522275,GET&D       ,B ,Q,219.2,223.25,209,210.05,209.85,217.7,681,13148,2810468,
522281,RAM RAT.WIRE,B ,Q,195.4,197.4,194.3,196.15,196,195.4,58,692,135322,
522285,JAY NECO IND,B ,Q,23.02,23.25,22.72,22.78,22.72,23.05,51,3822,87754,
522287,KALPA.POWER ,A ,Q,525.05,534.05,525.05,528.25,528.25,531.75,631,9319,4931614,
522292,CANDOUR     ,X ,Q,34.24,34.24,32,33.66,32.6,32.66,125,10368,338957,
522294,T & I GLOBAL,X ,Q,168,185.9,168,184.1,184.75,175.1,212,14268,2553267,
522295,CONTROL PRNT,B ,Q,595.05,612.4,595.05,601.65,603,604.6,812,9399,5692406,
522650,BEMCO HYDRAU,X ,Q,525.15,530.55,517.1,524.3,524.3,538,18,799,421404,
523007,ANSAL BUILD.,X ,Q,74.49,74.49,70.36,72.34,72.34,73.44,42,2470,180573,
523011,WEIZMANN LTD,B ,Q,104.6,105.55,102.25,104.55,104.65,104.55,35,727,76162,
523019,B.N.RATHI SE,X ,Q,42,42.3,39.26,40.2,41,41.89,155,9676,393040,
523021,RISHITECH   ,X ,Q,24.5,24.5,23.25,23.75,23.75,23.59,9,178,4211,
523023,SINCLAIR HOT,X ,Q,113.5,113.5,104.6,105.95,105.95,109.65,610,93531,9961238,
523025,SAFARI IND. ,B ,Q,2478.05,2663,2461.7,2593.75,2593.75,2472.3,651,2795,7129314,
523054,BIN.TEX.PR(P,XT,Q,924.5,924.5,900,900,900,880.5,6,82,73873,
523100,COSMO FERR. ,XT,Q,212.8,215,207.05,208.35,208,214.85,75,4618,967588,
523105,P.POLYSAC(NR,XT,Q,194.45,194.45,194.45,194.45,194.45,194.45,12,662,128725,
523116,SANCO TRANS ,X ,Q,780,780,680,681,680,683.3,36,387,273748,
523120,ADOR MULTI. ,XT,Q,55.86,59.88,55.62,59.74,59.74,58.54,16,1376,76800,
523127,EIH ASSO.HOT,B ,Q,494.95,502,478.95,498.35,500,483.25,299,5093,2516447,
523144,MEDI CAPS   ,X ,Q,39.13,39.9,37.24,38.68,38.68,39.93,157,2770,107210,
523151,OTCO INTERN.,X ,Q,4.5,4.96,4.5,4.87,4.87,4.81,21,6557,29894,
523160,MORGAN CRU  ,X ,Q,918,935.95,910.05,925,925,918,25,563,519980,
523186,BA PACK     ,XT,Q,185.25,192.6,185.25,191.7,191.7,190,21,489,91012,
523204,ABAN OFFSHO ,B ,Q,38.75,38.75,38,38.16,38.16,38.49,140,7392,283980,
523207,KOKUYOCMLN  ,B ,Q,85.11,92.84,85.11,91.64,91.64,77.37,3958,251909,22818991,
523229,BHARAT SEATS,X ,Q,99.63,102.4,96.3,98.14,98.14,99.61,413,47558,4716695,
523232,CONT.PETRO  ,XT,Q,50.5,50.5,46.01,46.63,46.65,48.24,32,2854,135225,
523242,NB FOOT WEAR,P ,Q,4.83,4.83,4.37,4.83,4.83,4.6,5,700,3199,
523248,MACHINO PLAS,X ,Q,117.45,128.75,117.45,125,125,120.1,9,576,72779,
523260,PEARL POLYME,B ,Q,21.35,21.9,20.75,20.95,20.93,21.34,84,5131,108390,
523261,VENKEY'S (I),A ,Q,1585.3,1612.45,1563.95,1592.15,1594.7,1592.05,338,1463,2322078,
523269,ADVANI HOTEL,B ,Q,82.55,83.5,81.25,82.93,82.93,81.5,70,3327,275240,
523277,G.V.FILMS   ,X ,Q,0.51,0.51,0.49,0.5,0.5,0.5,679,1105919,549942,
523283,SUPER HOUSE ,B ,Q,248.3,250.9,247.15,248.45,248,246.4,52,662,164179,
523289,RAMA VISION ,X ,Q,36.85,37.7,35.05,37.67,37.67,36.82,28,1940,70914,
523301,TCPL PACK   ,B ,Q,1618.95,1627,1563.6,1565.7,1582,1573.9,299,1450,2295726,
523309,SHRIGANG IND,XT,Q,65.1,65.1,61.47,61.51,61.47,64.7,28,878,54575,
523319,BALMER LAWRI,B ,Q,123.8,125.15,122.8,123.05,123.4,123.95,784,23106,2862282,
523323,KOVAI MEDI. ,B ,Q,1990.85,2007.7,1950.2,2006.05,2000.05,1997.2,69,270,537487,
523329,ELDECO HOUS.,B ,Q,609.95,629.95,603.6,621.25,616.1,598.65,167,1499,926109,
523367,DCMSHRIRAM  ,A ,Q,838,853,831.5,841.95,840.9,837.5,187,1508,1271432,
523369,DCM SHR.IND ,B ,Q,69.45,70.87,69.2,69.84,69.98,70.92,199,8307,582042,
523371,MAWANA SUGAR,B ,Q,93.99,93.99,91,92.02,92.43,91.82,243,9268,852125,
523373,MINI DIAMOND,XT,Q,19.15,20.1,18.55,19,19,19.5,14,868,16233,
523384,MAH.RAS.APEX,B ,Q,99.3,99.3,94.41,96.5,96.5,92.5,42,1944,184792,
523385,NILKAMAL L  ,B ,Q,2042,2077,2026.85,2040.95,2039,2027.85,123,351,715828,
523387,TRITON CORP.,XT,Q,0.35,0.35,0.35,0.35,0.35,0.36,7,3465,1212,
523391,NAHAR POLY  ,B ,Q,268.3,269.1,260.8,261.5,260.8,266.65,25,242,64275,
523395,3M INDIA LTD,A ,Q,23509.05,23567.5,23210,23230.45,23230.4,23419.3,51,63,1473968,
523398,JCHAC       ,A ,Q,1118.55,1118.95,1094.4,1108.15,1108.15,1103.35,138,503,556603,
523405,JM FINANCIAL,A ,Q,66,66.75,64.4,66.3,66.3,66.01,1356,282250,18434364,
523411,ADCINDIA    ,X ,Q,855,878.95,800,812.75,812.75,845.3,482,7599,6294593,
523419,TAMIL.TELE. ,T ,Q,5.95,6.3,5.95,6.3,6.3,6,7,1777,11186,
523445,REL INDL INF,A ,Q,879,896,874.05,886,883,879.5,1270,21217,18821866,
523449,SHARP INDIA ,XT,Q,62.18,63,60.11,61.28,61.2,62.18,20,683,42268,
523457,LINDEINDIA  ,A ,Q,3967.6,4001.15,3950.45,3962.9,3974,3957.3,172,514,2042508,
523465,IND.BANK HSG,B ,Q,27.34,30,26.52,28.93,28.81,27.34,31,3197,91455,
523467,JAIMATA GLAS,XT,Q,1.9,1.9,1.75,1.84,1.84,1.84,568,872718,1580182,
523475,LOTUS CHOC  ,X ,Q,167,173.75,163,170.95,171,165.75,314,14020,2370231,
523483,PACIFIC IND.,X ,Q,122.15,122.15,120,120.25,120,122.15,46,3119,377687,
523489,CMM HOSPITAL,X ,Q,19.5,20.5,19.5,20.25,20.25,19.75,13,1832,37322,
523519,UNI OFF AUTO,XT,Q,5.47,5.47,5.02,5.45,5.45,5.22,14,1742,9504,
523537,APM INDUS.  ,X ,Q,53.66,53.7,52,52.62,52.62,52.61,79,9028,477398,
523539,PRECISION WR,B ,Q,74.56,76.43,73.52,74.09,74,75.47,354,25456,1903546,
523550,KRYPTON IND ,X ,Q,20.5,20.5,19.77,20.01,20,20.24,29,2641,53025,
523558,SWISSMLTRY  ,X ,Q,13.82,14.27,13.82,14.17,14.2,14.04,365,127955,1803921,
523566,MARTIN BURN ,X ,Q,40.94,45,39,39.7,42.9,39.15,25,5302,216853,
523574,FEL         ,Z ,Q,0.66,0.66,0.66,0.66,0.66,0.65,40,50393,33259,
523586,IND.TONERS  ,X ,Q,248.55,257.9,247.65,253.9,254,246,377,43024,10923257,
523594,KUNSTSTOFFE ,X ,Q,25,26,24.11,25.7,25.7,25.77,14,827,20908,
523598,SHIPP.CORPN ,A ,Q,97.89,97.89,95.9,97.08,97.08,96.9,1171,113042,10925965,
523606,SIKA INTER. ,X ,Q,560,575.95,545.25,551.7,554,561.85,208,4079,2253279,
523610,ITI LTD.    ,A ,Q,105.79,107.73,103.62,105.59,105.8,105.54,802,60824,6441182,
523618,DREDGING COR,B ,Q,328.1,335.2,322.05,331.85,331.35,330.65,210,2090,687882,
523620,PHARMASIA   ,XT,Q,25,25,24.18,24.18,24.18,25.45,5,2084,50403,
523628,PODDAR      ,T ,Q,105.4,108.55,105.4,108.55,108.55,108.95,16,421,45402,
523630,NATIONAL FER,A ,Q,76.95,77,73.25,73.52,73.52,77.61,3764,805300,59792188,
523638,IP RINGS LTD,X ,Q,94,94.7,91.9,92.08,92.78,93.82,48,2579,239465,
523642,PI INDUS.LTD,A ,Q,3410.9,3410.9,3362.15,3369.35,3377.8,3398.15,1949,6083,20565296,
523648,PLASTIBLEND ,B ,Q,172.45,172.5,169.75,170.2,169.75,173.85,85,1942,331226,
523650,YASHINNO    ,XT,Q,59.99,60,59,59,59,60,3,199,11890,
523652,KKPLASTICK  ,XT,Q,15.97,15.97,15.97,15.97,15.97,15.97,3,254,4056,
523660,WATERBASE   ,B ,Q,67,69.92,67,68.95,68.95,68.78,123,2855,196319,
523672,FLEX FOODS  ,X ,Q,86.53,93.03,85.14,92.61,92.61,86.53,200,18704,1698107,
523676,GOLKUNDA DIA,X ,Q,103.55,105.85,100,101.25,104.65,102.25,47,939,96493,
523694,APCOTEX IND ,A ,Q,488.05,488.05,477.8,481.35,484.5,489.5,1875,13558,6576811,
523696,FORTIS MLR  ,X ,Q,50.65,50.65,48.63,48.72,48.72,48.7,23,1039,51213,
523704,MASTEK LTD  ,A ,Q,1727,1775,1721,1750.8,1745.35,1726.4,577,3988,7010857,
523708,EIMCO ELECON,B ,Q,669.95,691,650.9,670.4,674,636.55,848,12299,8271156,
523710,SAYAJI HOTEL,XT,Q,335.05,349.8,335.05,349.8,349.8,334.2,4,62,21220,
523712,JMG CORP LTD,P ,Q,1.72,1.72,1.72,1.72,1.72,1.64,2,4000,6880,
523716,ASHIANA HOU ,B ,Q,172.05,185.9,170.2,179.25,179.25,168.2,567,12227,2185152,
523722,SVAM SOFTWAR,X ,Q,3.04,3.29,2.81,3.19,3.19,3.05,14,4128,12997,
523732,ECO BOARD IN,X ,Q,19.5,19.89,19,19.01,19.01,19.46,24,9264,176341,
523736,DVL         ,B ,Q,250.45,260.55,247.8,249.25,247.85,251.9,650,10263,2586793,
523752,TIHIL       ,XT,Q,20.47,21.39,20.3,20.35,20.35,20.47,59,15240,317922,
523754,MAHEPC      ,B ,Q,96.75,98.35,96.1,97.38,97,97.1,74,3511,340741,
523756,SREIINFRA   ,T ,Q,2.08,2.1,2.08,2.08,2.08,2.18,47,53788,111899,
523782,MITSHI      ,XT,Q,15.05,15.05,14.4,14.99,14.99,14.55,23,21319,313856,
523790,SHUKRA JEW  ,P ,Q,4.88,5.15,4.88,4.88,4.88,4.91,4,500,2494,
523792,MAZDA LTD   ,B ,Q,734.25,769.8,720.5,746.2,746.2,723.05,484,3208,2418489,
523796,VICEROY HOTE,Z ,Q,1.83,1.9,1.83,1.9,1.9,1.92,11,18765,34691,
523826,SOVEREIGN DI,X ,Q,24.28,26.1,24.28,25.05,25.05,26.8,22,2576,66063,
523828,MENON BEAR. ,B ,Q,130,136,130,132.2,132.2,130.65,1293,87625,11720803,
523832,MUKAT PIPES ,X ,Q,7.18,7.18,7.18,7.18,7.18,6.53,10,2488,17863,
523836,GUJ.RAFFIA  ,T ,Q,28.4,28.5,28.4,28.5,28.5,28.16,2,100,2849,
523838,SIMPLX INFRA,B ,Q,36.61,36.61,34.75,35,35,35.45,60,5130,181525,
523840,INN.TECH.PAC,X ,Q,17.35,17.95,16.11,17.19,17.19,16.5,28,10478,182989,
523842,SUPER TANNER,X ,Q,7.2,7.34,7.1,7.16,7.18,7.2,97,24951,179622,
523844,CONSTRONIC  ,XT,Q,5.97,6,5.97,6,6,6,3,61,365,
523850,AXTEL INDUS.,X ,Q,258,279.9,258,274.2,274.2,265.6,288,18673,5062197,
523862,PIFL        ,XT,Q,11.02,11.02,11.02,11.02,11.02,11.6,1,100,1102,
523874,PRECI CONTNR,XT,Q,1.36,1.36,1.36,1.36,1.36,1.3,8,3060,4161,
523896,APIL        ,X ,Q,25.2,25.2,25.2,25.2,25.2,24,2,20,504,
524000,POONAWALLA  ,A ,Q,327,337.6,324.5,330.5,330.5,324.85,3169,151673,50439097,
524013,HIND.FLUROCA,B ,Q,9.76,9.76,9.08,9.73,9.75,9.45,39,4452,42297,
524019,KINGFA      ,B ,Q,1727.2,1753.15,1677.95,1690.15,1682.6,1725.1,377,1329,2279922,
524031,PATIDAR     ,X ,Q,9.31,9.31,9.31,9.31,9.31,9.31,1,8,74,
524037,RAMA PHOSPH ,B ,Q,218.95,218.95,202.65,204.4,207,209.65,241,4326,899517,
524038,VENLON ENTR ,X ,Q,5.44,5.97,5.1,5.27,5.6,5.44,85,16160,87211,
524051,POLYPLEX    ,A ,Q,1397.05,1503,1397.05,1496.7,1496.7,1407.8,5718,68441,100193561,
524075,ALBERT DAVID,B ,Q,595.8,600.45,588.95,599.3,599.35,596.05,55,399,238532,
524080,HAR.LEATHER ,XT,Q,42.6,43.99,42.6,42.7,43.25,43.93,22,1087,46691,
524091,CARYSIL     ,A ,Q,602.05,604.75,590.9,598.1,598.1,602.8,289,3901,2331235,
524109,KABRA EXTR  ,B ,Q,493.05,506.7,489.6,505.25,504,493.65,1053,23366,11744134,
524129,VINYL CHEM  ,B ,Q,432.55,451,432.55,439.4,439.7,440.25,1073,14945,6581472,
524136,PEE CEE COSM,X ,Q,111.7,112,110.2,110.9,110.2,115.65,8,292,32681,
524156,T C M LTD.  ,XT,Q,38.11,40.1,38.11,39,39,40,23,3235,128058,
524164,IOL CHEM PH ,A ,Q,420.05,423.6,409.25,413.05,413.05,421.9,1518,16352,6779945,
524174,KESAR PETRO ,X ,Q,5.41,5.8,5.4,5.69,5.69,5.44,188,77302,440076,
524200,VINATI ORG. ,A ,Q,1973.75,1973.75,1953,1957.3,1956.05,1973.75,637,2119,4153038,
524202,LACTOSE(I)  ,X ,Q,48.5,48.5,46.11,48.02,48.44,48.08,42,3307,157899,
524208,AARTI INDUST,A ,Q,502.1,509.5,499,505.1,505.5,502.1,1785,47884,24159667,
524210,PENTOKEY ORG,X ,Q,56.98,57.39,52.22,52.22,52.22,54.96,100,11837,631701,
524212,WANBURY LTD ,T ,Q,47.25,49.25,47.24,49.25,49.25,49.5,19,4726,226594,
524218,RESONANCE   ,X ,Q,83.05,90.2,83.05,86.53,87,84.5,119,6318,540987,
524226,GUJ AMB EXP ,A ,Q,246.45,248.75,242.3,243.1,243.1,247.05,560,20156,4915697,
524230,RASHTR.CHEM.,A ,Q,106.8,106.85,104.5,105.2,105.2,106.8,1178,69036,7259106,
524238,GUJINJK     ,XT,Q,8.1,8.1,7.34,7.63,8.1,7.72,17,1817,13630,
524280,KOPRAN LTD. ,B ,Q,148.1,151,146.15,148.6,148.6,150.95,348,10537,1562457,
524288,AIMCO PESTI.,X ,Q,115.7,115.7,109,110.25,110.25,111.35,91,3430,385155,
524314,GUJ.TERC LAB,X ,Q,21.2,22.9,21.2,21.61,21.99,20.71,92,10910,238541,
524324,SEYAIND     ,B ,Q,23.5,23.5,23.5,23.5,23.5,23.04,14,23556,553566,
524330,JAYANT AGRO ,B ,Q,175.6,177.9,173,177.3,177.7,174.75,130,2436,428371,
524332,BCLIL       ,B ,Q,431.85,443.2,428.65,439.95,440.55,434.8,491,8852,3886881,
524336,SH.HARI CHEM,X ,Q,45.85,45.85,42.62,45.74,45.74,44.93,14,526,23328,
524342,INDOBORAXC  ,B ,Q,123,125.3,120.5,122.55,123.9,122.15,624,18947,2337451,
524348,AARTI DRUGS ,A ,Q,462.3,470.5,455.45,458.8,459,463.3,1735,28995,13405136,
524370,BODAL CHEM  ,B ,Q,69.89,69.89,67.8,68.05,68.05,68.5,306,16783,1144937,
524372,ORCHIDPHAR  ,T ,Q,441,449.5,422.2,433.5,438.95,431.6,117,6109,2675565,
524394,VIMTA LABS  ,B ,Q,381.45,381.9,368.8,371.2,370,381.2,193,2545,957275,
524396,BIOFIL CHEM ,B ,Q,44.62,44.95,43.55,44.23,44.95,44.62,63,2546,112138,
524400,ISHITA DRUGS,X ,Q,50.6,57.5,50.6,54.07,54.07,52.5,22,12133,686196,
524404,MARKSANS    ,A ,Q,74.5,76.15,73.04,75.55,75.55,74.33,1920,217348,16232662,
524408,UNIV.STARCH ,XT,Q,119.85,126.75,119.85,126.75,126.75,122.95,10,350,43786,
524412,AAREY DRUGS ,B ,Q,29,29.95,29,29.26,29.24,29.45,136,7493,219556,
524414,NORRIS MEDI.,X ,Q,12.5,12.5,11.58,12.49,12.5,11.99,14,850,10564,
524434,ASIAN PETRO ,XT,Q,26.25,27.85,26.08,26.5,26.5,27.45,34,2691,70583,
524440,CAMEX LTD   ,X ,Q,24.87,25,24.1,24.1,24.1,24.26,28,5089,123380,
524444,EVEXIA      ,XT,Q,3.11,3.15,2.95,2.95,2.95,3.1,2668,10610614,32449811,
524458,INDOEURO    ,XT,Q,30,30,28.1,28.1,28.1,29.55,39,4550,128342,
524470,SYNCOM FORM.,B ,Q,6.72,7.15,6.47,6.58,6.58,6.7,1698,1149310,7764433,
524480,RIDHI SIDHI ,X ,Q,355.15,361.9,350.4,353.6,352,355.1,25,326,115360,
524488,SVCIND      ,XT,Q,2.7,2.76,2.65,2.7,2.7,2.64,98,19135,51551,
524494,IPCA LAB LTD,A ,Q,699.95,700.55,688.6,694.9,698.9,694.65,836,8631,5997074,
524500,KILITCH DRUG,B ,Q,237,237,208.25,217.1,217.15,214.3,386,5183,1119795,
524502,RAAJMEDISAFE,P ,Q,43.51,46.25,43.01,46.07,46.25,44.08,18,2800,123124,
524506,CORAL LAB.  ,X ,Q,272.5,272.5,257.25,263,263,257.65,50,2923,782084,
524516,BACIL PHARMA,XT,Q,6.15,6.15,5.6,6.15,6.15,5.88,10,428,2627,
524518,KREBS BIOCHM,T ,Q,68.9,68.9,65.6,68,68,67.89,11,976,65880,
524520,KMC SHIL    ,B ,Q,61.8,61.8,60.5,60.86,61,60.95,461,40991,2498046,
524522,LAFFANS PETR,X ,Q,39.96,41,39,40,40,38.99,11,3296,131895,
524534,BHASKAR AGRO,XT,Q,67.8,69.99,67,67.5,67.5,69.38,20,174,11803,
524542,SUKJIT STRCH,B ,Q,435.05,487.75,435.05,460.85,457.5,408.85,1382,24385,11359057,
524558,NEULAND LAB.,B ,Q,2585,3040.35,2569.45,2970.45,2970.45,2580.4,12897,66796,191842279,
524564,GAYATRI BIO ,XT,Q,9,9.4,8.96,9.3,9.37,9.2,53,22106,205146,
524570,PODDAR PIGM.,B ,Q,306.85,316,306.85,310.25,311.15,303.9,217,2445,764256,
524572,PHARMAIDS PH,XT,Q,27.77,30.6,27.77,30.22,30.4,29.23,49,17314,490976,
524576,VIVID IND   ,X ,Q,22,22,21,21.53,21.5,22.29,55,8397,179888,
524580,PRIYA LTD.  ,XT,Q,18.03,18.03,17.13,17.13,17.13,18.03,4,42,746,
524582,TIRUPATI STA,XT,Q,70,71.8,68.1,71.6,71,70.65,14,2216,158746,
524590,HEMORGANIC  ,XT,Q,9.59,9.59,9.31,9.31,9.31,9.8,12,375,3556,
524592,JD ORGOCHEM ,X ,Q,6.7,6.79,6.7,6.79,6.79,6.48,4,2201,14764,
524594,ASHOK-ALCO  ,X ,Q,90.29,95,89.41,93.75,94,92.6,32,1255,116839,
524598,AKSHARCHEM I,B ,Q,234.35,234.4,227.5,227.7,227.5,230.95,43,270,62933,
524606,BERYL DRUGS ,X ,Q,13.54,14.99,13.54,14.99,14.99,15,3,1366,18531,
524614,INDXTRA     ,XT,Q,136.6,146,136.6,144,143.9,139.35,18,835,120173,
524624,GAGAN GASES ,X ,Q,12.88,12.88,12.27,12.27,12.27,12.88,17,3879,48808,
524632,SHUKRAPHAR  ,XT,Q,105.15,105.15,105.15,105.15,105.15,110.68,13,347,36487,
524634,ALU FLUORIDE,X ,Q,319,324.7,315.05,322.7,323,319.8,90,6818,2196782,
524636,OXYGENTAPH  ,XT,Q,28.35,29.75,27.5,29.75,29.75,28.35,17,6259,185630,
524640,ARCHITORG   ,X ,Q,68.6,71,66.2,67.34,67.34,72.38,638,124807,8519665,
524642,SIKOZY REAL ,X ,Q,1,1.02,1,1,1,0.98,14,3026,3028,
524648,INDO AMINES ,B ,Q,89.4,90.9,89.4,90,90,89.13,125,7580,686022,
524652,IND.SWIFT LT,B ,Q,8.73,8.78,8.4,8.42,8.4,8.8,16,1737,14653,
524654,NATURAL CAPS,X ,Q,453,471,450,468.35,470,465.9,381,12018,5546988,
524661,WELCURE DRUG,X ,Q,4,4.05,3.8,3.95,3.95,3.99,171,32530,127665,
524663,BH.IMMUN&BIO,B ,Q,22.51,22.99,22.5,22.84,22.84,22.9,220,34122,775338,
524667,SOTL        ,B ,Q,276.55,293.25,276.55,291.55,289,279.4,641,10652,3063384,
524669,HESTER BISC ,B ,Q,1804.8,1825,1804.8,1824.15,1825,1800,34,387,701940,
524675,KABSONS INDU,XT,Q,9.7,9.98,9.21,9.49,9.79,9.69,43,2182,20557,
524687,BASANT AGRO ,X ,Q,17.67,17.67,17.05,17.11,17.1,17.39,514,57835,994772,
